Student_ID,Gender,Institution,Level,Course,CGPA,WAEC_Grades,UTME_Score
S26426,Female,Unizik,300,Accounting, ,9 D's,382
S26427,Female,Uniben,300,Law,2.04,,309
S26428,Male,Uniport,300,Engineering,3.27,8 C's,387
S26429,Female,UniJos,100,Law,1.52,7 C's,225
S26430,Male,UniJos,400,Law,NaN,7 B's,248
S26431,Male,Uniben,400,Computer Science,1.42,8 A's,296
S26432,Female,Uniport,300,Medicine,,9 B's,167
S26433,Male,UniIbadan,300,Law,3.81,5 A's,
S26434,Male,Unizik,200,Accounting,3.8,5 A's,154
S26435,Male,UniIlorin,300,Accounting,4.92,6 B's,224
S26436,Female,Unilag,200,Computer Science,3.98,8 D's,280
S26437,Female,Uniben,100,Economics,4.54,9 A's,165
S26438,Female,Uniben,300,Medicine,NaN,9 C's,220
S26439,Female,UniIlorin,400,Computer Science,4.54,7 C's,not available
S26440,Female,UniIlorin,100,Accounting,3.77,8 C's,221
S26441,Male,Unilag,100,Computer Science,not available,6 D's,abc
S26442,Female,Unizik,400,Law,not available,6 D's,154
S26443,Female,UniJos,200,Medicine,2.2,6 C's,157
S26444,Female,UniIlorin,300,Computer Science,4.09,5 A's,260
S26445,Male,UniIbadan,400,Law,1,7 B's,abc
S26446,Other,Unilag,100,Engineering,4.76,5 B's,360
S26447,Male,Uniport,300,Engineering,4,6 A's,245
S26448,Male,UniIlorin,200,Computer Science,1.06,9 A's,227
S26449,Male,Uniport,300,Engineering,1.85,5 C's,not available
S26450,Male,Uniport,400,Engineering,4.52,8 D's,183
S26451,Female,UniIlorin,200,Computer Science, ,7 B's,361
S26452,Female,Unilag,300,Economics,2.87,8 A's,372
S26453,Male,Uniben,300,Computer Science,2.38,9 B's,237
S26454,Male,UniIbadan,100,Engineering,4.37,6 A's,371
S26455,Male,Uniport,200,Engineering,2.47,8 C's,229
S26456,Male,Uniport,300,Computer Science,1.59,8 C's,165
S26457,Male,Unizik,400,Law,abc,8 D's,314
S26458,Female,UniIbadan,400,Medicine,2.85,6 A's,253
S26459,Female,Uniport,400,Economics,1.3,7 B's,157
S26460,,UniIlorin,200,Computer Science,1.76,9 A's,376
S26461,Female,Unizik,200,Economics,1.16,5 C's,224
S26462,Female,Uniben,400,Medicine, ,7 B's,329
S26463,Female,Unizik,400,Economics,1.8,5 D's,368
S26464,Female,Uniben,200,Economics,3.1,,abc
S26465,Female,Unilag,400,Economics,4.95,7 C's,168
S26466,Female,UniJos,400,Accounting,1.32,8 D's,199
S26467,Female,Uniben,100,Economics,2.98,5 C's, 
S26468,Male,UniJos,100,Medicine,3.48,6 D's,215
S26469,Male,Unilag,200,Engineering,3.45,9 B's,282
S26470,Male,Uniben,400,Computer Science,4.19,6 C's,187
S26471,Male,Unilag,200,Medicine,,5 B's,271
S26472,Female,UniIbadan,400,Computer Science,1.15,9 B's,347
S26473,Female,Uniport,200,Economics,2.87,6 A's,268
S26474,Female,UniJos,300,Medicine,4.11,7 B's,333
S26475,Male,Unizik,300,Economics,2.86,8 D's,214
S26476,Female,UniJos,200,Economics,2.23,6 A's,323
S26477,Male,Uniport,100,Engineering,2.45,,150
S26478,Female,UniJos,200,Accounting,2.59,8 B's,168
S26479,Male,Uniben,400,Computer Science,2.19,8 A's,151
S26480,Male,Uniben,400,Medicine,3.1,6 A's,344
S26481,Male,Uniport,100,Medicine,2.63,8 C's,NaN
S26482,Male,Unizik,100,Accounting,1.91,8 D's,350
S26483,Female,Uniben,400,Medicine,4.88,9 C's,214
S26484,Female,UniIbadan,100,Medicine,1.39,5 D's,381
S26485,Female,UniIlorin,400,Computer Science,4.72,9 C's,307
S26486,Female,UniJos,300,Medicine,2.25,,299
S26487,Male,UniIlorin,100,Accounting,3.39,6 A's,214
S26488,Female,UniJos,200,Medicine,3.32,5 D's,259
S26489,Female,Unizik,200,Economics,2.51,6 A's,371
S26490,Male,UniIbadan,100,Computer Science,3.21,8 B's,227
S26491,Male,UniIlorin,400,Computer Science,1.49,6 A's,294
S26492,Female,Uniben,100,Accounting,2.04,6 D's,296
S26493,Female,Uniport,200,Engineering,2.78,9 A's,153
S26494,Male,UniIlorin,400,Economics,3.05,5 D's,345
S26495,Female,Uniport,100,Engineering,3.37,8 D's,383
S26496,Female,UniIlorin,100,Law,2.48,7 B's,286
S26497,Male,UniIlorin,300,Engineering,4.03,9 D's,154
S26498,Male,UniJos,400,Economics,1.04,8 C's,400
S26499,Female,UniIlorin,200,Law, ,,331
S26500,Other,UniIlorin,400,Computer Science,4.01,9 A's,222
S26501,Female,Uniport,200,Medicine,2.37,8 B's,260
S26502,Male,UniJos,100,Medicine,2.54,8 D's,294
S26503,Male,Uniben,400,Economics,2.38,8 C's,365
S26504,Female,Unilag,200,Accounting,3.27,8 D's,290
S26505,Female,UniIbadan,400,Law,2.23,6 D's,334
S26506,Female,Unilag,400,Engineering,1.23,7 C's, 
S26507,Male,UniJos,300,Computer Science,3.35,6 B's,208
S26508,Male,Unizik,200,Computer Science,3.36,7 B's,225
S26509,Male,Unilag,200,Computer Science,2.85,5 A's,363
S26510,Female,UniIbadan,100,Computer Science,4.96,6 C's,296
S26511,Female,Uniben,100,Accounting,4.74,9 C's,249
S26512,,Unizik,400,Economics,4.24,7 C's,260
S26513,Female,Uniport,300,Engineering,4.1,5 D's,304
S26514,Female,Unizik,200,Medicine,4.56,9 D's,198
S26515,Female,UniIbadan,400,Computer Science,1.83,8 A's,167
S26516,Female,Unilag,400,Medicine,2.38,6 C's,150
S26517,Male,UniIlorin,300,Economics,3.96,5 B's,
S26518,Female,Unizik,300,Computer Science,1.12,6 B's,214
S26519,Male,UniJos,100,Computer Science,1.11,5 A's,398
S26520,Female,UniIlorin,200,Economics,2.23,6 B's,256
S26521,Male,UniIlorin,100,Engineering,3.95,8 B's,254
S26522,Male,Unizik,100,Medicine,3.69,9 C's,368
S26523,Male,UniJos,400,Accounting,4.99,,302
S26524,Male,UniIbadan,200,Computer Science,4.4,9 D's,315
S26525,Female,Uniport,400,Computer Science,1.74,7 C's,162
S26526,Female,Unilag,100,Law,4.58,8 B's,163
S26527,Male,Uniport,200,Law,1.36,6 A's,not available
S26528,Male,UniIlorin,400,Law,2.88,,317
S26529,Female,UniIbadan,400,Law, ,5 A's,not available
S26530,Male,Uniben,200,Medicine,2.8,5 A's,357
S26531,Male,UniJos,200,Economics,1.89,9 B's,343
S26532,Male,UniIlorin,300,Engineering,2.56,6 C's,394
S26533,Female,Uniport,400,Medicine,3.71,5 C's,204
S26534,Male,Unilag,400,Engineering,3.36,5 A's,343
S26535,Female,Unilag,400,Accounting,1.98,6 A's,312
S26536,Male,UniIlorin,300,Accounting,3.03,9 D's,261
S26537,Female,Unilag,400,Computer Science,2.63,6 D's,337
S26538,Male,Uniben,100,Medicine,3.2,5 A's,192
S26539,Male,UniJos,400,Accounting,abc,5 D's,165
S26540,Male,UniIbadan,300,Engineering,1.76,9 D's,339
S26541,Female,Uniben,400,Economics,1.41,6 A's,325
S26542,Male,UniIbadan,200,Computer Science,2.25,8 C's,190
S26543,Female,Unilag,200,Computer Science,4.53,5 C's,327
S26544,Male,Uniport,200,Accounting,1.69,5 C's,158
S26545,Male,UniIlorin,300,Engineering,4.98,6 B's,300
S26546,Male,Unilag,300,Accounting,3.72,7 C's,354
S26547,Female,Uniben,400,Law,1.2,8 C's,271
S26548,Male,UniIbadan,300,Economics,2.48,7 C's,332
S26549,Male,Uniport,300,Law,4.18,5 B's,212
S26550,Female,Uniben,400,Medicine,1.53,7 B's,380
S26551,Male,UniJos,300,Law,4.35,5 C's,330
S26552,Female,UniIlorin,100,Engineering,2.49,6 A's,193
S26553,Male,UniJos,300,Economics,2.52,9 A's,269
S26554,Female,Unilag,100,Computer Science,1.88,9 C's,182
S26555,Male,Unizik,100,Computer Science,4.79,5 D's,351
S26556,Female,UniIbadan,400,Computer Science,4.89,5 C's,193
S26557,Female,UniJos,400,Economics,3.64,9 C's,243
S26558,Female,Uniben,300,Medicine,4.96,,228
S26559,Female,Uniben,300,Law,1.7,9 A's,
S26560,Male,Unizik,400,Medicine,3.82,6 C's,152
S26561,Male,Unizik,200,Medicine,1.95,9 C's,173
S26562,Female,Unilag,400,Law,1.89,9 A's,280
S26563,Male,Uniben,200,Law,1.12,8 A's,398
S26564,Male,UniIlorin,400,Economics,2.45,8 C's,235
S26565,Male,UniIlorin,100,Medicine,3.16,5 D's,351
S26566,Male,UniIbadan,200,Law,3.46,6 D's, 
S26567,Female,Unizik,400,Accounting,NaN,6 C's,abc
S26568,Female,UniIlorin,400,Economics,2.95,7 C's,371
S26569,Male,Uniport,100,Computer Science,3.81,9 B's,271
S26570,Female,Unizik,300,Accounting,3.58,6 A's,283
S26571,Female,Uniben,300,Medicine,3.66,6 C's,213
S26572,,UniJos,200,Economics,3.31,8 A's,395
S26573,Male,UniIbadan,400,Economics,3.02,6 D's,181
S26574,Female,Uniben,300,Law,1.07,8 D's,391
S26575,Male,UniIlorin,200,Medicine,3.5,8 A's,366
S26576,Female,Uniport,400,Accounting, ,5 B's,321
S26577,Female,Unilag,100,Computer Science,not available,9 C's,271
S26578,Female,Unilag,200,Engineering,1.7,5 C's,381
S26579,Male,Uniport,300,Law,1.65,5 A's,184
S26580,Male,UniJos,400,Computer Science,3.15,8 A's,344
S26581,Female,UniIlorin,300,Medicine,1.78,7 B's,390
S26582,,UniIbadan,100,Law,1.13,9 C's,360
S26583,Female,UniIlorin,300,Economics,1.24,8 B's,226
S26584,Male,UniIlorin,300,Medicine,4.07,9 B's,291
S26585,Female,Unizik,400,Law,3.25,9 D's,227
S26586,Male,Uniben,400,Engineering,not available,6 A's,255
S26587,Female,UniJos,100,Economics,1.25,7 B's,389
S26588,Male,Unizik,100,Law,1.4,7 C's,178
S26589,Female,UniJos,200,Law,4.81,6 D's,216
S26590,Other,Uniben,100,Accounting, ,9 D's,266
S26591,Female,Unizik,300,Medicine,3.8,5 D's,378
S26592,Female,Uniben,400,Engineering,1.93,6 A's,312
S26593,Female,UniJos,200,Computer Science,4.89,7 B's,306
S26594,Male,Unilag,100,Medicine,1.54,8 B's,257
S26595,Other,UniIlorin,300,Medicine,3.02,9 B's,not available
S26596,Male,Uniben,200,Computer Science,2.31,8 D's,309
S26597,Male,UniJos,400,Economics,3.8,8 A's,388
S26598,Male,Unilag,200,Economics,3.03,8 A's,357
S26599,Male,UniIlorin,300,Computer Science,NaN,9 D's,239
S26600,Female,Uniben,400,Law,1.66,9 A's,231
S26601,Male,UniIbadan,400,Accounting, ,6 B's,196
S26602,Male,UniJos,100,Economics,3.4,8 B's,322
S26603,Female,UniJos,200,Medicine,4.19,9 B's,193
S26604,Female,UniIlorin,400,Medicine,4.18,6 D's,189
S26605,Female,Unizik,200,Medicine,2.43,8 B's,260
S26606,Female,UniJos,400,Computer Science,2.53,8 D's,
S26607,Female,UniIbadan,300,Medicine, ,9 A's,254
S26608,Female,Uniport,300,Medicine,2.66,6 D's,352
S26609,Female,Unilag,100,Engineering,3.26,,233
S26610,Other,Unizik,100,Medicine,2.08,9 D's,NaN
S26611,Female,Unizik,400,Computer Science,3.83,8 C's,251
S26612,Male,Uniport,400,Accounting,4.47,5 D's,153
S26613,Male,Unizik,200,Accounting,4.45,9 D's,254
S26614,Female,Uniport,300,Economics,2.61,9 A's,298
S26615,Male,Unizik,300,Economics,3.51,9 C's,284
S26616,Male,Unizik,200,Law,2.66,8 D's,228
S26617,Male,UniIlorin,400,Accounting,1.02,7 C's,317
S26618,Female,Uniben,400,Law,4.79,,379
S26619,Female,UniIbadan,300,Law,4.61,9 C's,242
S26620,Male,Uniport,100,Accounting,2.89,8 B's,186
S26621,Female,UniIbadan,100,Accounting,4.69,6 D's,310
S26622,Male,Unizik,200,Medicine,NaN,5 A's,330
S26623,Female,Unizik,300,Computer Science,4.96,9 B's,237
S26624,Female,Uniport,200,Law,3.35,8 A's,268
S26625,Female,UniIbadan,100,Economics,2.46,6 C's,328
S26626,Male,UniJos,200,Accounting,1.31,5 D's,314
S26627,Male,UniJos,200,Engineering,1.38,6 D's,180
S26628,Male,Uniben,400,Engineering,abc,5 B's,296
S26629,Male,Unizik,100,Medicine,4.37,9 A's,327
S26630,Female,Uniport,300,Accounting,2.83,9 A's,337
S26631,Female,Uniport,100,Economics,NaN,8 C's,198
S26632,Female,Uniben,300,Economics,,9 B's,363
S26633,Female,Unilag,400,Law,4.25,5 C's,168
S26634,Male,UniIbadan,200,Medicine,1.11,6 D's,159
S26635,Female,UniIbadan,400,Accounting,4.12,8 C's,195
S26636,Female,Unilag,100,Computer Science,4.08,9 D's,NaN
S26637,Female,Uniport,400,Engineering,4.48,6 A's,
S26638,Female,Unizik,400,Computer Science,abc,6 A's,306
S26639,Female,UniJos,200,Engineering,4.79,6 A's,397
S26640,Male,Unilag,400,Economics,4.38,5 D's,186
S26641,Male,UniIlorin,300,Engineering,3.26,5 D's,345
S26642,Female,Uniben,200,Computer Science,3.78,6 C's,NaN
S26643,Female,UniIbadan,200,Medicine, ,5 C's,189
S26644,Male,UniJos,200,Computer Science,NaN,6 A's,236
S26645,Female,Unizik,400,Computer Science,1.73,9 B's,386
S26646,Male,Unilag,200,Engineering,4.26,8 A's,234
S26647,Female,UniJos,400,Computer Science,3.4,6 A's,392
S26648,Other,Uniport,400,Accounting,2.08,,313
S26649,Male,Uniport,400,Law,3.74,7 C's,178
S26650,Male,UniJos,100,Medicine,2.28,5 D's,177
S26651,Female,Uniben,200,Accounting,4.14,9 D's,353
S26652,Female,Unizik,300,Law,3.88,8 D's,341
S26653,Male,Uniport,300,Economics,4.69,9 C's,383
S26654,Male,UniIlorin,200,Economics,2.51,5 C's,300
S26655,Female,UniIlorin,100,Law,1.13,9 A's,abc
S26656,Male,UniIlorin,100,Law,1.82,9 B's,169
S26657,Male,Unilag,100,Medicine,3.66,8 B's,202
S26658,Female,Unizik,300,Law,2.85,8 B's,162
S26659,Female,UniIlorin,100,Computer Science,2.86,8 C's,not available
S26660,Female,UniJos,300,Computer Science,1.66,8 A's,344
S26661,Female,UniJos,100,Economics,4.03,5 A's,361
S26662,Female,Uniport,200,Computer Science,not available,7 B's,278
S26663,Female,UniJos,200,Engineering,2.26,8 A's,374
S26664,Male,Unizik,200,Engineering,3.84,7 B's,272
S26665,Male,Unilag,100,Economics,NaN,9 D's,206
S26666,Female,Unizik,400,Law,,9 D's,269
S26667,Male,UniIlorin,300,Computer Science,4.3,5 B's,321
S26668,Male,Uniben,300,Engineering,1.25,7 C's,163
S26669,Male,Unizik,100,Computer Science,1.21,5 D's,190
S26670,Male,UniIlorin,200,Accounting,3.01,9 C's,184
S26671,Male,UniJos,400,Engineering,1.17,9 B's,379
S26672,Male,Unizik,100,Law,2.67,5 B's,
S26673,Male,UniJos,400,Economics,4.34,7 C's,392
S26674,Male,UniIbadan,300,Medicine,3.98,6 B's,373
S26675,Male,UniIlorin,100,Economics,3.36,5 D's,283
S26676,Female,Unizik,100,Law,1.02,6 A's,330
S26677,Male,Unizik,300,Engineering,,7 B's,221
S26678,Female,Unilag,200,Computer Science,2.76,,204
S26679,Male,Unizik,200,Engineering,4.09,5 B's,252
S26680,Female,Uniport,200,Computer Science,2.72,7 C's,221
S26681,Female,Unilag,200,Law,4.59,,165
S26682,Female,Uniport,200,Law,4.36,6 A's,205
S26683,Male,UniJos,100,Economics,2.58,6 D's,247
S26684,Male,UniIbadan,100,Computer Science,3.26,8 D's,274
S26685,Female,Uniben,300,Medicine,3.44,6 A's,354
S26686,Male,Uniben,100,Economics,not available,8 C's,153
S26687,Male,Unizik,200,Law,1.6,9 A's,220
S26688,Male,Uniben,100,Law,1.84,9 A's,171
S26689,Female,UniJos,100,Law,1.38,6 D's,159
S26690,Male,UniIlorin,400,Computer Science,3.8,6 A's, 
S26691,Female,Unilag,400,Engineering,3.57,8 C's,334
S26692,Female,Uniben,400,Engineering,2.86,8 D's, 
S26693,Female,Unilag,200,Accounting,3,6 B's,288
S26694,Male,UniIlorin,400,Accounting,,8 B's,206
S26695,Female,UniIlorin,300,Accounting,3.62,8 A's,288
S26696,Male,Uniport,200,Accounting,2.74,6 C's,298
S26697,Male,UniJos,100,Accounting,2.4,9 D's,207
S26698,Male,Unilag,400,Accounting,3.73,8 D's,192
S26699,Male,Unilag,300,Law,2.95,9 A's,183
S26700,Other,Unizik,300,Medicine,1.08,6 A's,197
S26701,Female,UniIbadan,100,Law,not available,7 C's,278
S26702,Male,Uniport,100,Accounting,4.51,6 D's,339
S26703,Other,UniIlorin,400,Medicine,2.45,8 A's,203
S26704,Male,Uniport,300,Accounting,3.33,9 D's,239
S26705,Female,Uniben,300,Law,abc,9 C's,345
S26706,Male,Unilag,200,Accounting, ,9 B's,not available
S26707,Female,UniIlorin,200,Law,3.58,6 B's,213
S26708,Female,UniIlorin,300,Accounting,2.97,8 C's, 
S26709,Female,Uniben,400,Medicine,1.86,9 B's,161
S26710,Male,UniJos,200,Economics,4.47,6 D's,397
S26711,Male,UniIlorin,100,Economics,,9 B's,NaN
S26712,Female,UniJos,400,Medicine,5,9 C's,218
S26713,Male,UniIbadan,400,Engineering,abc,6 A's,234
S26714,Female,Unilag,400,Law,1.14,7 B's,172
S26715,Female,Uniport,200,Computer Science,2.76,5 C's,156
S26716,Female,Uniben,100,Accounting,3.73,9 B's,344
S26717,Female,UniIlorin,300,Accounting,4.17,,243
S26718,Male,UniIbadan,100,Medicine,1.3,,162
S26719,Male,UniIbadan,400,Accounting,1.67,9 D's,198
S26720,Male,Uniben,400,Medicine,2.5,7 B's,181
S26721,Female,Uniport,300,Medicine,3.55,6 A's,249
S26722,Female,UniJos,200,Engineering,4.3,8 D's,330
S26723,Female,Uniben,300,Engineering,1.23,5 D's,348
S26724,Female,UniIlorin,100,Engineering,4.94,5 C's,377
S26725,Male,UniIlorin,300,Law,1.87,9 A's,271
S26726,Male,Unilag,100,Economics,4.16,8 D's,343
S26727,Male,UniIbadan,100,Law,2.03,,329
S26728,Male,UniIlorin,300,Medicine,4.94,8 D's,221
S26729,Male,Unizik,300,Law,not available,9 C's,153
S26730,Male,Unizik,200,Economics,,8 D's,229
S26731,Female,Uniport,200,Law,2.47,6 C's,331
S26732,Female,UniJos,300,Law,1.6,9 D's,188
S26733,Male,Uniben,200,Computer Science,3.66,9 D's,332
S26734,Female,Unilag,300,Medicine,NaN,6 A's,250
S26735,Male,UniIlorin,200,Economics,3.7,8 D's,352
S26736,Female,UniJos,200,Economics,4.78,5 B's,178
S26737,Female,Uniport,100,Medicine,3.15,8 D's,258
S26738,Female,UniIlorin,300,Engineering,3.45,5 D's,NaN
S26739,Male,Uniport,200,Engineering,3.21,6 A's,371
S26740,Male,Unilag,300,Medicine,2,9 C's,251
S26741,Female,Uniben,300,Medicine,1.13,6 D's,320
S26742,Female,UniIbadan,300,Accounting,3.19,5 D's, 
S26743,Male,UniIlorin,100,Economics,4.35,6 A's,205
S26744,Female,Uniben,400,Medicine,3.68,9 A's,368
S26745,Female,UniJos,400,Computer Science,4.01,7 B's,272
S26746,Female,UniIlorin,400,Law,3.47,7 B's,186
S26747,Male,Uniben,200,Law,4.1,,364
S26748,Male,UniJos,300,Economics,3.75,8 D's,343
S26749,Male,Unilag,400,Law,1.08,,342
S26750,Male,UniIbadan,300,Accounting,5,,273
S26751,Male,Unilag,100,Law,3.09,5 A's,270
S26752,Male,Unilag,300,Accounting,4.6,8 A's,388
S26753,Female,UniIbadan,100,Law,3.02,6 C's, 
S26754,Female,Unizik,400,Computer Science,4.94,6 B's,160
S26755,Female,Unizik,300,Medicine,3.12,5 C's,341
S26756,Male,Unizik,300,Law,,6 C's,171
S26757,Female,Unizik,300,Accounting,4.29,6 D's,194
S26758,Female,Uniben,100,Medicine,1.03,7 C's,179
S26759,Female,Uniben,100,Engineering,3.56,5 B's,169
S26760,Female,Unilag,200,Computer Science,4.8,,282
S26761,Male,Uniben,200,Medicine,3.4,5 A's,246
S26762,Male,UniJos,200,Law,4.15,5 A's,398
S26763,Female,Unilag,300,Engineering,4.73,8 D's,393
S26764,Female,Uniben,300,Computer Science,4.2,5 D's,289
S26765,Male,Uniben,300,Medicine,3.91,9 B's,377
S26766,Male,UniIbadan,200,Accounting,2.02,8 A's,351
S26767,Male,Uniben,200,Economics,1.08,9 B's,204
S26768,Female,UniJos,400,Computer Science,1.41,5 A's,NaN
S26769,Female,UniIlorin,400,Economics,4.53,7 C's,315
S26770,Male,Uniben,300,Law,2.58,8 A's,313
S26771,Other,UniIlorin,400,Computer Science,4.88,6 D's,181
S26772,Male,Uniben,200,Law,3.56,7 B's,266
S26773,Female,Unizik,300,Medicine,1.19,8 B's,162
S26774,Male,Unilag,300,Economics,abc,8 B's,152
S26775,Male,Unizik,300,Medicine,1.18,8 C's,279
S26776,Female,Uniben,300,Medicine,NaN,8 B's,165
S26777,Male,Uniport,400,Economics,3.34,8 C's,213
S26778,Female,UniIbadan,200,Engineering,2.61,8 D's,192
S26779,Male,Uniport,400,Accounting,1.9,7 B's,318
S26780,Male,UniIbadan,300,Engineering,3.26,9 C's,395
S26781,Male,UniIbadan,400,Computer Science,4.77,8 C's,221
S26782,Male,Uniben,200,Computer Science,NaN,7 C's,286
S26783,Female,UniIlorin,400,Accounting,3.83,9 B's,215
S26784,Female,Unizik,100,Economics,2.68,6 A's,207
S26785,Female,Unilag,400,Engineering,4.6,9 C's,204
S26786,Male,UniJos,100,Medicine,4.68,6 B's,245
S26787,Male,Uniport,100,Engineering,3.73,6 A's,392
S26788,Male,UniIlorin,300,Law,4.14,8 D's, 
S26789,Female,UniJos,300,Law,3.98,7 B's,219
S26790,Male,Unizik,300,Engineering,3.83,8 C's,287
S26791,Female,UniJos,300,Economics,4.13,9 A's,253
S26792,Female,UniIlorin,200,Engineering,not available,8 A's,367
S26793,Female,Unizik,100,Medicine, ,6 C's,175
S26794,Male,UniIbadan,300,Medicine,2.11,6 C's,319
S26795,Male,UniJos,200,Accounting,1.49,8 B's,356
S26796,Female,UniIbadan,400,Accounting,3.31,8 A's,260
S26797,Male,Uniben,200,Medicine,3.11,5 D's,341
S26798,Male,UniJos,300,Computer Science,3.08,6 D's,221
S26799,Female,Uniport,300,Engineering,NaN,9 C's,358
S26800,Female,UniIbadan,400,Computer Science,2.68,8 B's,399
S26801,Male,Unilag,300,Medicine,3.91,6 A's,191
S26802,Female,Uniben,300,Accounting,,5 C's,393
S26803,Female,Unizik,100,Economics,1.87,9 D's,333
S26804,Female,UniJos,300,Accounting,2.61,8 C's,337
S26805,Male,UniJos,400,Law,2.7,6 D's,154
S26806,Female,Uniport,100,Computer Science,4.6,6 A's,290
S26807,Female,Uniben,400,Medicine,2.99,8 B's,315
S26808,Female,UniJos,300,Law,2.87,7 C's,
S26809,Female,Uniport,100,Accounting,4.56,5 C's,363
S26810,Male,Unilag,200,Computer Science, ,6 C's,340
S26811,Male,UniIbadan,200,Engineering,2.33,5 D's,NaN
S26812,Male,Uniport,100,Engineering,4.6,8 D's,164
S26813,Female,Unizik,100,Economics,1.74,,244
S26814,Male,Unizik,400,Law,2.49,8 A's,172
S26815,Female,UniJos,300,Economics,2.7,5 D's,398
S26816,Male,UniJos,400,Economics,not available,9 B's,157
S26817,Male,Uniben,100,Accounting,abc,5 D's,359
S26818,Male,Unizik,200,Accounting,3.03,9 C's,252
S26819,Female,UniIlorin,200,Economics,NaN,8 D's,325
S26820,Male,Uniport,100,Law,1.7,7 B's,307
S26821,Female,Unilag,100,Economics,3.79,6 B's,392
S26822,Female,UniJos,400,Law,3.75,8 B's,376
S26823,Male,UniJos,400,Accounting,1.34,5 D's,365
S26824,Female,Uniport,100,Economics,4.53,,392
S26825,Male,Unilag,300,Computer Science,3.88,5 A's,398
S26826,Male,Unizik,100,Engineering,3.5,7 B's,382
S26827,Female,Unilag,400,Engineering,4.26,8 D's,306
S26828,Male,Unizik,200,Computer Science,1.22,9 D's,167
S26829,Male,UniIlorin,400,Medicine,2.03,9 A's,341
S26830,Female,Unizik,200,Law,not available,9 A's,342
S26831,Male,UniIlorin,300,Accounting,2.11,9 A's,150
S26832,Male,UniIlorin,300,Medicine,1.01,5 C's,not available
S26833,Female,Unilag,200,Law,1.96,8 D's,317
S26834,Female,Unizik,200,Law,3.77,9 A's,195
S26835,Male,Uniport,300,Accounting,2.92,8 A's,260
S26836,Female,Unilag,200,Medicine,4.95,5 A's,258
S26837,Male,Uniben,400,Accounting,3.48,8 B's, 
S26838,Male,Unilag,400,Medicine, ,7 C's,256
S26839,Female,Unizik,100,Engineering,4.47,9 A's,254
S26840,Male,UniIbadan,300,Computer Science,4.65,9 B's,311
S26841,Male,Unizik,200,Medicine,3.68,8 B's,not available
S26842,Male,UniJos,400,Economics,1.89,8 A's, 
S26843,Male,Uniport,300,Accounting,2.67,5 A's,252
S26844,Female,UniJos,300,Economics, ,5 B's,254
S26845,Female,UniIlorin,100,Medicine,NaN,7 B's,150
S26846,Male,Unizik,400,Medicine,3.21,6 B's,153
S26847,Female,Uniben,100,Economics,4.94,,292
S26848,Male,UniIlorin,300,Medicine,1.12,8 C's,329
S26849,Male,UniIlorin,200,Economics,4.71,,306
S26850,Male,UniJos,300,Computer Science,1.57,9 A's,317
S26851,Male,Uniben,100,Accounting,1.6,9 A's,353
S26852,Male,UniIbadan,200,Accounting,3.45,8 B's,333
S26853,Female,UniIlorin,200,Medicine,2.24,6 A's,376
S26854,Male,UniIlorin,200,Engineering,2.57,6 A's,236
S26855,Male,Uniben,100,Accounting,3.35,7 B's,261
S26856,Female,UniIbadan,100,Economics,1.51,6 B's,345
S26857,Female,UniJos,300,Computer Science,2.18,6 A's,327
S26858,Male,UniJos,300,Law, ,5 A's,252
S26859,Female,UniJos,400,Accounting,1.12,8 B's,291
S26860,Male,Unilag,300,Engineering,,8 A's,254
S26861,Female,Uniben,300,Computer Science,4.08,7 B's,329
S26862,Male,Uniben,400,Medicine,NaN,8 A's,379
S26863,Female,Uniben,100,Engineering,1.68,8 D's,277
S26864,Female,Unilag,300,Medicine,2.91,6 D's,323
S26865,Male,UniIbadan,400,Engineering,,,174
S26866,Male,UniIbadan,300,Computer Science,1.47,7 C's,217
S26867,Female,Uniport,100,Computer Science,2.03,7 C's,176
S26868,Female,Uniport,400,Economics,4.09,6 C's,322
S26869,Male,Unilag,300,Engineering,4.77,6 A's,340
S26870,Male,UniIbadan,200,Medicine,2.33,5 A's,351
S26871,Male,Unizik,100,Engineering,1.57,7 C's,228
S26872,,Uniport,300,Computer Science,NaN,7 C's,359
S26873,Female,Uniport,300,Engineering,1.04,9 C's,193
S26874,Female,Unilag,200,Accounting,4.01,6 A's,326
S26875,Female,Unilag,400,Accounting,1.3,,395
S26876,Male,UniIbadan,100,Medicine,1.95,8 B's,153
S26877,Female,UniJos,300,Economics,3.39,5 B's,325
S26878,Female,Uniport,200,Accounting,4.79,8 B's,347
S26879,Female,Unilag,400,Computer Science,4.22,8 D's,
S26880,Male,Uniben,400,Medicine,1.59,8 C's,241
S26881,Male,Uniport,200,Law,3.92,5 D's,227
S26882,Male,Unizik,400,Economics,2.88,9 C's,280
S26883,Male,Uniport,300,Computer Science,1.39,6 C's,
S26884,Female,Uniport,100,Economics,2.37,,169
S26885,Female,Uniben,400,Medicine,3.66,9 B's,286
S26886,Female,Uniben,200,Computer Science,2.84,8 C's,270
S26887,Female,UniJos,400,Engineering, ,6 A's,192
S26888,Male,UniIbadan,400,Law,4.3,9 D's,392
S26889,Female,UniIlorin,300,Accounting,4.47,6 D's,246
S26890,Female,UniIlorin,400,Law,4.93,8 D's,297
S26891,,UniIbadan,300,Law,3.27,6 D's,325
S26892,Female,Uniport,100,Medicine,2.25,8 B's,233
S26893,Female,Uniben,100,Economics,1.16,8 D's,310
